Login,Dvojnasobek,Suda cisla,Delitele,Faktorial,Ciferny soucet,Fibonacciho posloupnost,Nejvetsi spolecny delitel,Binarni zapis,Sachovnice,Vypis prvocisel,Pascaluv trojuhelnik,Mocniny dvojky,Tajna posloupnost,Soucet,Ctverec,Trojuhelnik,Pocet delitelu,Diamant,Cik-cak,Palindrom,Presmycky,Binarni cislo,Podmnoziny,Caesarova sifra,Velke X,Transpozicni sifra,Prvni pismena,Vsechny presmicky,Frekvencni analyza,Nejdelsi slovo
 U17631, 122, 344, 67, 387, 602, 795,, 253, 244,,, 90,, 1302,,, 522,,,,, 216,,,,,,,,
 U17632, 45, 6, 290, 526, 151, 762, 1222, 252, 303,,, 59,, 6,,, 24,,,,, 159,,,,,,,,
 U17633, 181, 492, 126, 764, 57, 476, 1193, 13, 29, 1980,, 155,, 105,,, 418,,,,, 13,,,,,,,,
 U17668, 42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U17699, 11, 84, 31, 75,,,,,,,,,, 196,,,,,,,,,,,,,,,,
 U17709, 97, 255, 33,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U17724, 109, 1224, 68, 433, 145, 47, 1004, 7, 278,,, 118,, 67,, 317, 287,,,,,,,,,,,,,
 U17725, 14, 629,,, 50,,,, 565,,,,,,,,,,,,,,,,,,,,,
 U17759, 59, 342, 246, 210,,,,,,,,,, 63,,,,,,,,,,,,,,,,
 U17782, 57, 885, 62, 558,,,,,,,,,, 87,, 196, 85,,,,,,,,,,,,,
 U17787, 15,,, 33,,,,,,,,,,,,,,,,,,,,,,,,,,
 U17819, 229, 182, 167, 791,,, 7924,,,,, 80,, 2600,, 248, 501,,, 471,,,,,,,,,,
 U17824, 34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U17832, 184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U17862, 128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U17866, 104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U17874, 63, 72, 134, 83, 229, 1327, 104, 295, 174,, 144, 29,, 296, 532, 78, 358,, 852, 725,,,,,,,,,,
 U17906, 228, 183, 79, 120, 507, 1929, 486, 1026, 5875, 4750, 333, 861, 591, 504, 1485, 911, 202, 3078, 1677, 422, 785, 2005,, 2537, 1641, 794, 1934,, 744, 1109
 U17983, 57, 57, 29, 43,, 410, 205,,,,, 48,, 46,, 57, 90,,,,,,,,,,,,,
 U17996, 50, 40, 41, 354,,,,,,,, 22,, 66,,, 66,,,,,,,,,,,,,
 U17998, 111, 458, 154,,,,,,,,,,,,,, 211,,,,,,,,,,,,,
 U18033, 90, 321, 57, 271,,,,,,,, 142,, 148,,, 475,,,,,,,,,,,,,
 U18040, 102, 411, 126, 374, 364, 4021, 761, 764, 935, 3112,, 203,, 288,, 2526, 343,,,,, 10114,,,,,,,,
 U18063, 31, 91,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U18067, 63, 111, 38, 192, 691, 106, 79,, 164, 1213, 246, 38, 382, 651, 226, 583, 209,, 112, 36,,,, 495, 715,,,, 733,
 U18068, 109, 2088, 48, 127, 784, 160, 500,, 2122,, 411, 43, 542, 150, 344, 272, 172,, 1956, 99,,,,, 228,, 327,, 303,
 U18069, 90, 276, 72, 39, 856, 1730, 1371, 3828, 370, 1493, 1343, 55, 3238, 75, 806, 173, 127, 5587, 379, 327, 622, 1247,, 791, 177, 977, 663,, 384, 2767
 U18073, 147, 103, 141, 77, 89, 156, 762, 399, 185, 358, 249, 83, 1118, 91, 479, 53, 128, 468, 273, 202, 378, 496,, 594, 923, 294, 282,, 124, 565
 U18075, 123,,,,,,,,,, 481,,,,,,,,,,,,,,,,,,,
 U18078, 32, 26, 37, 249, 212, 583, 180,, 353,,, 28, 395, 95, 181, 61, 69,,, 191, 663,,, 864, 191, 901,,, 2322, 477
 U18079, 1622, 91, 227, 336, 279, 215, 167,, 1290,, 671, 66, 561, 215, 1063, 198, 449, 263, 1295, 256,,,,, 387,,,, 253,
 U18081, 56, 86, 67, 33, 740, 275, 486, 1008, 312, 202, 107, 78, 1587, 109, 315, 278, 229,,, 37, 735, 1923,, 1729, 851, 1524, 300,, 223, 601
 U18082, 54, 161, 82, 198, 580, 181, 954,,,,, 79,, 187, 133, 384, 126,, 163, 445,,,, 283,,,,,,
 U18083, 122, 214, 54, 59, 319, 312, 430, 214, 160, 780, 58, 37, 732, 42, 294, 215, 73, 137, 646, 158, 402, 1218, 287, 400, 150, 1126, 211, 531, 211, 357
 U18085, 36, 68, 421, 304, 416, 158, 1301, 1179, 144, 2566, 322, 51, 1748, 101, 1632, 134, 64, 636, 198, 578, 778, 2566,, 1217, 827, 693, 237,, 561, 501
 U18086, 83, 24, 97, 30,,, 72,,,,, 20,, 30,, 58, 91,,,,,,,,,,,,, 458
 U18087, 87, 362, 551, 359, 561, 233, 661, 1176, 1837,, 1568, 971,, 720, 912, 352, 613,,, 1443,,,, 1125, 403,, 702,, 988, 540
 U18088, 105, 291, 798, 374, 407, 233, 64, 638, 703,, 30, 503,, 1028, 2112, 159, 251,,, 121,,,, 663, 714,, 304,, 970, 85
 U18089, 47, 50, 81, 268, 65, 1242, 163, 1298, 1174, 411, 863, 75, 1011, 48, 233, 91, 87, 560, 188, 88, 586, 634, 7403, 5601, 405, 704, 98, 5536, 141, 607
 U18090, 574, 4108, 741, 397, 6158, 294, 1053, 3493, 2685, 7548,, 3425, 631, 3019,, 87, 465, 1988,, 1051, 430,,,, 4631,,,, 347, 837
 U18091, 159, 1156,, 122, 999, 226, 120, 18, 2063,, 12926, 1532,, 5637, 13, 1107, 3678, 4343,, 77,,,, 17, 415,, 7,, 65, 9
 U18092, 163, 125, 61, 79, 307, 223, 469,, 1386, 1301,, 346,, 309, 270, 889, 160, 1339, 3008, 442, 1613, 4656,, 1419, 1076, 3025,,, 981, 2113
 U18093, 119, 84, 77, 79, 143, 582, 45, 499, 931, 513, 425, 267, 676, 69, 797, 88, 54, 1362, 478, 178, 617, 1062,, 1923, 133, 1242, 832,, 286, 788
 U18094, 68, 985, 352, 2201, 682, 708, 1105, 679, 1295, 35, 308, 209,, 897, 631, 504, 500,, 520, 613,,,,, 1118,, 210,,, 691
 U18095, 46, 842, 290, 225, 1006, 96, 61, 699, 2154,, 1317, 195, 928, 51, 337, 72, 9, 641, 924, 68,,,, 615, 28,, 22,, 9,
 U18096, 725, 108, 100, 148, 2153, 935, 855,, 1701,,, 165,, 2181, 606, 2607, 445,, 661, 387,,,,, 657,, 483,, 1655,
 U18097, 98, 99, 55, 71, 499, 840, 2042, 76, 542, 100, 705, 84,, 175, 234, 475, 133,, 310, 529,,,,, 209,, 399,,, 811
 U18098, 158, 64, 203, 195, 54, 325, 107, 1163, 1376, 2279,, 144,, 141, 176, 108, 68,, 726, 94,,,, 959, 257,, 1005,,, 3173
 U18099, 119, 198, 359, 1851, 285, 775, 2106,, 1801,, 1006, 114, 1298, 74,, 1659, 255,, 2545, 678,,,,, 932,,,,,
 U18100, 25, 55, 69, 87, 119, 97, 35,, 107,, 154, 76,, 75, 62, 405, 174, 127,, 70,,,, 677, 28,, 156,, 203, 776
 U18103, 100, 98, 111, 140,, 145, 103,,,,, 36,, 66,, 87, 68,,, 98,,,,,,,,,,
 U18104, 372, 48, 72, 75, 139, 477, 216,, 1462, 834,, 57, 1206, 55, 2914, 121, 60,, 606, 163,, 1047,,, 7186,, 5515,, 944, 10
 U18105, 65, 39, 53, 68, 122, 145, 481, 991, 552, 596,, 95,, 47, 160, 67, 113,, 399, 286,, 232,,, 3060,, 721,, 448, 685
 U18106, 280, 191, 62, 132, 177, 235, 187,, 255, 314, 1142, 292, 135, 204, 119, 276, 126,,, 71, 251,,, 349, 641,, 363,,,
 U18107, 172, 34, 203, 205, 335, 804, 171, 332, 412,,, 674,, 180, 2398, 106, 72,, 812, 195,,,,,,,,,,
 U18108, 50, 148, 81, 287, 2197, 223, 579, 768, 295, 6521, 3962, 369, 1559, 139, 2358, 176, 61,, 684, 282,, 1696,, 1025, 1008,,,,,
 U18109, 518, 518, 129, 493, 516, 1630, 86,,, 2318,, 486,, 229,, 1325, 198,,,,,,,,,,,,,
 U18110, 181, 685, 166, 217, 537,, 1941,,,,,,, 3746,,,,,,,,,,,,,,,,
 U18111, 1360, 45, 90, 82, 881, 1498, 1022,, 781,, 684, 31, 1232, 57, 484, 101, 70,, 188, 147,,,,, 482,, 441,, 2109, 285
 U18112, 148, 261, 332, 313, 322,, 337,,,,, 400,, 351,, 115, 493,, 995, 215,,,,,,,,, 134,
 U18113, 130, 66, 152, 864, 928,,,,,,, 160,, 201, 397,, 104,, 1336, 757,,,,,,,,,,
 U18114, 51, 40, 52, 473, 615, 897, 155,, 645,,, 184,, 132, 756, 182, 64,, 924, 103,,,, 179, 438,,,, 1186, 482
 U18115, 452, 129, 413, 130, 1109, 512, 302, 2139, 1748, 175, 556, 907,, 506,, 84, 95,, 868, 1101,,,, 488,,,,,,
 U18116, 96, 66, 82, 319, 2114, 226, 98, 535, 3310, 1453, 179, 164, 3495, 138, 4293, 932, 78,, 2164, 1261,, 800,,, 547,,,,,
 U18117, 78, 251, 441, 285, 2019, 207, 184, 5609, 844,,, 547, 1196, 726, 614, 1215, 164,, 786, 175,,,, 2378, 941,, 856,, 154,
 U18119, 150, 665, 219, 286, 381, 699, 219, 2090, 1532,, 258, 587,, 546, 143, 3264, 93,, 1566, 663,,,, 7754,, 379, 1694,, 283,
 U18120, 313, 54, 149, 122, 181, 434, 267, 1055, 327, 797, 234, 51,, 227, 789, 22, 39, 305, 29, 80,, 138,,, 88,,,, 952, 26
 U18121, 80, 67, 378, 33, 48, 2784, 74, 1274, 104, 498, 672, 41,, 81, 271, 1643, 50,, 2461, 143,,,, 1772,,,,, 768, 774
 U18122, 78, 344, 76, 153, 1940, 792, 292,, 625,,, 516,, 397, 2701, 124, 68, 716, 722, 579,,,,, 1365,, 2017,,, 566
 U18123, 32, 51, 37, 112, 102, 222, 130, 1096, 186, 282, 1875, 136,, 103, 160, 337, 75,, 559, 77,,,,, 2153, 203, 445,, 24,
 U18125, 317, 121, 121, 55, 381, 1546, 75, 3098, 121,, 266, 144,, 1579, 3018, 4341, 134,,, 434,, 2156,, 880,,, 347,, 246, 210
 U18127, 66, 92, 54, 62, 513, 408, 102, 292, 540, 383, 719, 91, 1248, 71, 766, 84, 63, 939, 465, 207, 1394, 845,, 1225, 339, 451, 1177, 3356, 332, 359
 U18128, 75, 129, 55, 107, 546, 542,,, 663, 958, 508, 223,, 120, 793, 278, 100,, 370, 149,,,, 198,,,,, 308,
 U18129, 71, 693, 103, 46, 201, 463, 297, 1147, 406, 844, 715, 247,, 76,, 1643, 737,,, 159,,,, 655,,,,,,
 U18130, 111, 794, 129, 217, 846, 389, 102,, 689,, 2485, 29,, 1015, 1263, 217, 188,,,,,,,,,,,,,
 U18131, 11, 23, 27, 103, 64, 148, 43, 318, 361, 538, 551, 27, 1279, 20, 181, 47, 56, 831, 97, 48, 234, 208, 217, 144, 232, 378, 287, 509, 84, 600
 U18132, 32, 102, 118, 50, 185, 164, 371, 122, 1841, 548, 268, 433,, 77, 264, 323, 143,,, 482,,,, 737, 433,,,, 1367, 262
 U18133, 315, 2677, 107, 122, 202, 279, 64, 139, 456, 519, 1049, 30, 318, 73, 140, 137, 182, 410, 181, 164, 2949, 151,, 629, 216, 559, 417,, 153, 331
 U18134, 32, 146, 96, 36, 2145, 200, 302,, 1890, 2089, 384, 49,, 95, 755, 734, 299,, 1696, 190,,,,, 956,, 906,, 416,
 U18135, 100, 332, 53, 50, 65, 125, 96, 250, 149,, 143, 47,, 119, 161, 83, 65, 646,, 213,, 110,, 1303, 238,,,, 292, 82
 U18136, 66, 82, 67, 201, 734, 118, 199, 836, 197, 435, 607, 104,, 86,, 305, 89, 515, 323, 190,, 193,, 480,,,,, 373,
 U18137, 137, 160, 93, 173, 220, 812, 347,, 1230, 5653, 2810, 348, 3022, 317, 3542, 143, 238, 1411, 1658, 351,, 2014,,, 2670, 1368, 1028,, 495,
 U18138, 305, 266, 156, 572, 539, 850, 228,,,, 678, 985,, 368, 980, 745, 508,,, 463,,,, 323,,, 889,, 390, 2460
 U18139, 53, 164, 93, 498, 225, 552, 198, 826, 261,, 1156, 55,, 193, 105, 136, 113,, 456, 1031, 475, 758,,,,, 484,, 284,
 U18140, 289, 1829, 563, 1433, 1567, 127, 306,, 754,, 978, 2192,, 4901, 2573, 31, 344,,, 255,,,,, 595,,,,,
 U18141, 74, 64, 320, 148, 168, 538, 536, 476, 686, 1758, 643, 54, 471, 121, 328, 227, 256, 1369, 131, 806, 907, 261,, 599, 584, 1119, 151,, 1139, 545
 U18142, 28, 98, 183, 94, 61, 73, 229, 9, 161, 204, 49, 939, 221, 74, 102, 200, 312,, 23, 21,, 257,,, 42,,,,, 55
 U18143, 313, 86, 88, 565, 136, 370, 817,, 289,, 643, 98,, 113, 1117,, 215,,,,,,, 472,,, 399,, 232, 450
 U18145, 38, 145, 53, 329, 587, 384, 374,, 665,, 556, 63, 1646, 73, 503, 166, 137,,, 239,,,,,,,,,,
 U18146, 60, 57, 39, 166, 138, 23, 502,, 135, 198,, 166, 867, 111, 139, 438, 61,, 56, 73,,,,, 422,,,, 67, 112
 U18147, 161, 64, 37, 96, 55, 540, 126, 939, 1333, 860, 280, 115, 758, 37, 147, 717, 74,, 138, 170, 346,,, 978, 622, 496, 768,, 88, 594
 U18148, 36, 59, 140, 195, 1196, 1799, 862,, 1624,, 2172, 495, 2447, 89, 292, 1052, 79,, 391, 347,,,,, 888,, 1462,, 1019, 1169
 U18149, 14, 101, 245, 1210, 1446, 196, 199,, 907,,, 120, 239, 527, 1661, 1323, 676, 768, 2542, 751,, 311,,, 1038, 858,,,, 747
 U18150, 126, 71, 228, 73, 312, 2617, 1419,, 1310,,, 447,, 92, 315, 1213, 136, 1410, 251, 66,,,,, 777,, 719,,,
 U18151, 88, 54, 38, 55, 74, 159, 319, 664, 351, 631, 786, 251,, 51,, 54, 755,, 319, 186,, 429,,, 140,, 332,, 970, 923
 U18152, 160, 121, 681, 571, 76, 758, 118,, 500,,, 49,, 73, 2000, 308, 399, 238, 31, 39,,,, 2542, 416,, 36,, 771, 1968
 U18153, 66, 62, 59, 122, 1307, 260, 131,, 469,, 10, 42, 593, 32, 175, 327, 81,, 397, 146,,,,, 379,, 187,, 227, 811
 U18154, 83, 181, 62, 111, 1177, 176, 198,, 241, 337, 141, 902, 373, 54,, 315, 141,,, 1073,, 604,,, 435,, 310,, 1264, 793
 U18155, 107, 47, 64, 107, 656, 86, 157, 952,,,, 128, 1808, 40, 437, 154, 73,, 476, 89,,,, 825, 733,, 1117,, 743, 99
 U18156, 178, 135, 211, 490, 475, 561, 92,, 1210, 395, 320, 798,, 155, 455, 1098, 465,,, 375,,,, 598,,, 15,, 164,
 U18157, 211, 178, 168, 56, 602, 102, 185, 707, 469,, 269, 156, 447, 119, 129, 85, 71,, 101, 174,,,, 533, 649,,,, 120,
 U18158, 49, 54, 53, 56, 369, 68, 379, 586, 454,,, 166,, 74, 177, 164, 106,, 509, 59,, 175,,, 321, 219, 308,, 329,
 U18159, 46, 149, 201, 98, 2091, 463, 295, 2554, 1482, 2426, 279, 134, 943, 68, 764, 495, 100, 1716, 2243, 612, 785, 4013,, 864, 712, 1131, 735,, 2433, 936
 U18160, 105, 55, 54, 120, 199, 242, 36, 182, 1439, 501, 1123, 308, 376, 75, 328, 106, 152, 541, 244, 82, 302, 601,, 835, 210, 979, 293,, 161, 451
 U18161, 80, 42, 50, 56, 61, 390, 857, 161, 478, 328, 408, 16, 336, 171, 3113, 45, 301, 1083, 135, 1068, 2049, 174, 739, 415, 619, 479, 355,, 745, 339
 U18162, 119, 45, 72, 79, 489, 256, 880,, 702, 560,, 38, 584, 78, 1097, 184, 101,, 193, 589,,,,, 247,, 290,,,
 U18163, 155, 45, 63, 98, 357, 257, 390, 1243, 1562, 268,, 22, 427, 80, 872, 137, 52, 1177, 1158, 67, 649, 945,, 451, 1672, 133, 200,, 9,
 U18164, 300, 99, 222, 197, 179, 168, 1162, 482, 199, 134,, 95, 489, 152, 1871, 201, 152, 255, 2357, 332, 534, 297,,, 580, 189, 425,,, 1132
 U18165, 724, 87, 152, 119, 516, 173, 177, 2149, 197, 777, 1197, 158,, 55, 418,, 195,,,,, 1636,, 1632,,,,, 1315, 851
 U18166, 65, 40, 81, 50, 419, 107, 405, 1000, 262,,, 41, 1981, 198, 471, 50, 78,, 794, 1381, 326, 2210,,, 712, 565, 3288,, 855,
 U18167, 105, 83, 75, 54, 121, 61, 428, 359, 850, 1339,, 119, 844, 53,, 196, 52,, 501, 70,,,,, 244,, 402,, 176, 478
 U18168, 52, 442, 59, 51, 269, 215, 428, 289, 176, 1125, 1238, 41,, 96, 296, 131, 87,, 248, 163,,,, 287, 2917,,,, 299,
 U18169, 107, 225, 61, 83, 269, 238, 347, 620, 300, 1532, 329, 27, 615, 108, 491, 87, 108,, 140, 145,,,,, 1862,, 783,, 390, 500
 U18170, 6700, 55, 1448, 2068, 543, 348, 5581, 753, 561,, 841, 258,, 90, 1991, 4183, 207,, 782, 1517,, 23,, 2434, 658,,,,, 103
 U18171, 41, 265, 5736, 520, 2733, 798, 194,, 876, 1214, 1027, 51,, 91, 178, 942, 90, 111,, 524,,,,, 581,, 135,, 131,
 U18172, 196, 398, 68, 933, 448, 308,,,,,, 633,, 530,,, 1071,,,,,,,,,,,,,
 U18173, 163, 186, 323, 121, 110, 355, 193, 695, 666, 1065, 882, 377, 365, 61, 338, 188, 94, 597, 620, 176, 1135, 1280, 1222, 780, 368, 434, 255, 1658, 341, 476
 U18174, 75, 89, 96, 40, 352, 305, 281, 225, 356, 2375, 862, 276, 523, 216, 181, 24, 157,, 36, 105,, 416,,, 2760,, 176,, 75, 555
 U18186, 214, 88, 87, 547, 157, 96, 31, 249, 1020, 950,, 616,, 166, 738, 80, 132,, 223, 421, 495, 465,, 1651, 454,,,, 621,
 U18187, 76, 64, 213, 101, 525, 1311, 510, 1421, 1749,,, 91, 3466, 70, 1079, 2780, 110,, 2058, 405,,,,, 1813,, 523,, 848, 1233
 U18188, 217, 109, 76, 164, 640, 353, 537,, 770,, 2259, 278, 645, 117, 1328, 1001, 234,, 341, 319,,,,, 309,, 657, 2953, 496, 3296
 U18189, 21, 84, 63, 172, 617, 92, 662, 352, 985, 98, 9, 149, 9, 75, 14, 160, 355,, 837, 208,, 14,, 299,,, 41,, 66, 10
 U18190, 44, 118, 123, 199, 455, 200, 295, 1022, 897,,, 275, 436, 267, 748, 52, 140,, 193, 513,,,,, 287,, 107,, 413, 1541
 U18191, 20, 23, 22, 51, 24, 38, 42,, 58, 158, 329, 26,, 68, 155, 115, 78, 64, 155, 186,,,,, 9,, 133,,, 69
 U18192, 28, 810, 113, 91, 366, 230, 1445, 289, 1097, 532, 406, 40, 154, 392, 925, 254, 42,, 1373, 603,, 1011,, 1875,,,,, 369,
 U18193, 90, 43, 71, 140, 16, 15, 34, 24, 303,,, 23, 36, 93, 27, 235, 30,, 333, 182, 103, 26,, 54,,, 54,,,
 U18194, 59, 26, 42, 43, 811, 654, 1637, 1680, 773, 436, 479, 159, 141, 46, 132, 600, 80, 1048, 1723, 22, 502, 240,, 573, 2881, 761, 745,, 279, 1916
 U18195, 41, 193, 35, 54, 7, 23, 416, 533, 681, 48,, 52, 554, 68, 1415, 75, 55,, 697, 853,,,,, 413,, 653,, 1016, 432
 U18196, 38, 39, 54, 29, 535, 406, 493, 156, 1058, 196, 160, 30, 156, 60, 454, 237, 98, 66, 676, 51, 293, 236,, 49, 159, 205, 331,, 887, 121
 U18198, 87, 75, 94, 114, 292, 58, 508,,,,, 132,, 315,, 587, 474,,,,,,,,,,,,,
 U18199, 54, 52, 141, 50, 1601, 1482, 578,, 87, 118, 183, 189,, 69, 240, 882, 148,, 154, 52,, 43,, 345, 115,,,, 136,
 U18200, 36, 70, 40, 77, 246, 159, 296, 432, 817,,, 148, 579, 56,, 36, 91,, 691, 235,,,,, 863,, 392,, 528,
 U18201, 27, 48, 63, 154, 1665, 189, 179,, 656,,, 142,, 469,, 84, 77,,, 334,,,,,,,,,,
 U18202, 33, 39, 34, 251, 218, 197, 468,, 282,, 682, 195, 879, 51, 476, 75, 47,, 237, 132,,,,, 203,, 214,, 532, 359
 U18203, 106, 80, 78, 61, 751, 23, 55,, 59, 80, 57, 53, 120, 87, 20, 279, 50,, 269, 197,,,, 736, 19,,,,, 20
 U18204, 186, 245, 61, 132, 25, 140, 36,, 30,, 98, 87,, 62, 27, 60, 617,, 43, 26,,,,, 20,, 52,, 15, 26
 U18205, 16, 58, 26, 90, 495, 62, 103,, 347,, 1003, 68, 244, 39, 207, 59, 44,, 394, 297,,,,, 626,, 96,, 180, 538
 U18206, 69, 99, 49, 86, 463, 199, 127,, 832, 1192, 13, 314, 309, 12, 261, 81, 64,,, 201,,,,, 1686,, 204,, 239, 398
 U18208, 121, 93, 88, 115, 586, 242,,,,,, 173,, 90,, 248, 123,,,,,,,,,,,,,
 U18209, 89, 72, 63, 209, 536, 1131, 8263,, 1131, 151,, 223, 3459, 1628, 526, 894, 248,, 2255, 760, 498,,, 3255, 662,,,,, 238
 U18210, 139, 53, 65, 339, 1159, 764, 512, 1473, 283, 2017,, 185, 798, 47, 664, 125, 88,, 241, 224,,,,, 1767,, 1481,, 488, 251
 U18211, 44, 38, 105, 4, 353, 37, 132,, 382, 226, 500, 18,, 59, 265, 188, 57, 245, 273, 441,,,,, 477,, 21,,, 209
 U18212, 105, 118, 141, 91, 1845, 907, 129,, 793, 2896, 727, 301,, 86, 440, 118, 88, 4012, 1459, 987,,,, 716, 1694,,,, 828, 480
 U18213, 124, 277, 434, 360,, 337,,,, 1050,,,, 1348, 295, 237,,,, 504,,,,,,,,,,
 U18214, 38, 38, 69, 239, 558, 472, 332, 3014, 931, 2053, 245, 101, 1781, 31, 144, 184, 122,, 561, 70, 353, 2400,, 1072,, 1571, 940,, 1801, 615
 U18215, 188, 1278, 91, 355, 534, 135, 105, 1376, 648, 63,,,, 1549, 998, 339, 953, 144, 56, 979, 489,,,, 196,, 66,,, 3708
 U18216, 46, 133, 86, 70, 47, 289, 112, 989, 45, 99,, 23, 325, 286, 197, 174, 131,,, 161, 644,,,,,, 408,, 226, 81
 U18217, 39, 18, 21, 41,,,,,,,, 14,, 17,, 24, 35,,,,,,,,,,,,,
 U18219, 154, 137, 86,,,,,,,,,,, 309,,,,,,,,,,,,,,,,
 U18220, 47, 112, 52, 112, 1939, 137, 232, 543,, 6941, 376, 763, 2273, 266,, 56, 99,, 1192, 1977,, 378,,,,, 328,, 367, 457
 U18234, 88, 125, 77, 83, 2387, 681, 1814, 1097, 493,,, 256, 1307, 90, 747, 106, 139, 2748, 323, 1129,,,,, 494, 3309, 1339,, 1194,
 U18236, 159, 108, 51, 126, 1289, 1022, 213, 515, 3062, 725, 1506, 383, 1199, 96, 471, 532, 55, 345,, 125,, 443,,, 125,,,,, 1449
 U18237, 26, 229, 53, 76, 162, 30, 275, 1852, 939,,, 255, 410, 107, 95, 176, 129,, 914, 136,, 524,, 1259,, 372,,,, 2744
 U18238, 452, 187, 48, 174, 213, 122, 138,, 372,, 210, 290,, 583, 999, 338, 89, 450, 7, 27,,,, 108, 248,, 173,,, 42
 U18239, 37, 46, 51, 68, 950, 116, 288,, 843, 1021,, 65, 801, 71, 1537, 133, 103,,, 141,,,, 1945, 483,,,, 261, 1205
 U18240, 139, 155, 108, 86, 163, 233, 305, 523, 993, 388,, 114,, 76,, 170, 60,,, 482,, 1594,, 595, 800,, 200,, 5082, 3387
 U18241, 123, 88, 26, 29, 27, 104, 86, 122, 64, 205, 120, 72, 321, 14, 51, 57, 33, 448, 107, 100, 171, 342, 1727, 223, 77, 158, 233, 936, 345, 164
 U18242, 55, 48, 624, 67, 14, 247, 350,, 36,,, 126,, 55,, 365, 70,,, 814,,,,, 26,,,,,
 U18243, 92, 54, 70, 47, 415, 465, 15, 600, 908, 503, 397, 34, 342, 89, 271, 333, 89,, 523, 185,,,,, 820, 390, 1373,, 222, 245
 U18244, 88, 143, 70, 83,, 313,,,,,, 32, 498, 339,, 245, 75,, 138, 105, 1776,,,,,,,,,
 U18245, 53, 284, 328, 126, 281, 180, 431, 184, 808, 221, 677, 25, 351, 61, 221, 255, 186,, 182, 434,, 163,, 931,,, 849,, 1635, 170
 U18246, 219, 48, 60, 94, 246, 627, 194, 535, 244, 2781, 4234, 84, 398, 199, 181, 166, 83, 939, 251, 1246, 4487, 287,, 1948, 3959, 614, 856,, 379, 388
 U18247, 32, 24, 61, 82, 78, 231, 198, 395, 346, 283, 739, 30, 375, 67, 219, 48, 439, 1432, 182, 892,,,, 7314, 636,, 310,,, 1341
 U18248, 24, 61, 46, 267, 514, 333, 1385,, 640,,, 171,, 197, 1590, 70, 175,, 670, 576,,,,, 394,, 5819,, 199,
 U18249, 63, 50, 1922, 128, 43, 412, 389, 656, 264,,, 86,, 39, 324, 464, 676,, 119, 745,, 1782,, 375, 543,, 412,,, 596
 U18250, 103, 280, 1181, 184, 415, 1087, 466, 1975, 254,, 148, 102, 2251, 119, 535, 232, 232,,, 848,, 3955,,, 6751,, 658,,, 1554
 U18251, 65, 37, 68, 27, 304, 777, 246, 433, 528,, 1210, 42, 200, 65, 431, 47, 392,, 417, 111,,,,, 351,, 655,, 237, 283
 U18252, 56, 88, 34, 32, 513, 1034, 191, 158, 169, 233, 433, 39, 1301, 62, 291, 75, 60, 1219, 190, 271, 1342, 825, 4701, 423, 655, 292, 674, 602, 633, 361
 U18253, 132, 66, 54, 120, 372, 357, 81,, 486,, 365, 40,, 126, 686, 577, 150,, 462, 173, 338, 992,,, 668, 703,,,, 171
 U18254, 42, 90, 38, 71, 174, 147, 386, 336, 1401,,, 48, 1522, 181, 567, 48, 165,, 621, 964,,,,, 180,, 1474,, 799, 925
 U18255, 226, 61, 77, 75, 561, 375, 165, 142, 865, 259, 221, 209, 518, 81, 397, 103, 74,, 219, 293,, 1672,,, 366,, 173,, 322, 1522
 U18257, 53, 68, 80, 169, 2568, 1324, 1473, 1761, 1708,, 1863, 353,, 96, 278, 513, 75, 696, 663, 434,,,,, 1055,, 1813,, 573, 2125
 U18258, 197, 38, 82, 53, 97, 462, 218, 480, 1233, 298, 1576, 172, 407, 50, 587, 81, 77,, 281, 678,, 250,, 445, 1382,, 1706,, 102, 362
 U18259, 202, 390, 248, 248, 1606, 310, 225,, 197,, 2723, 233, 159, 1954, 1029, 154, 225,, 1588, 991,,,,, 257,,,,, 428
 U18260, 61, 37, 72, 529, 636, 192, 343,, 529, 3294,, 92, 849, 65, 2313, 168, 109,, 1103, 190,,,,, 450,,,, 1419, 807
 U18262, 103, 768, 1623, 3951, 4014, 302, 2742,, 867,,, 85,, 574, 5609, 405, 273, 11525,, 1349, 3297,,,, 3987, 2006,,,,
 U18263, 192, 148, 252, 127, 1031, 783, 1113,, 1005,,, 138,, 464,, 356, 453,,, 107,,,,, 1016,,,,,
 U18264, 182, 73, 114, 84, 791, 117, 102,, 258, 444, 389, 49, 1280, 67, 408, 353, 79, 1006, 143, 225,,,, 551, 565,,,,,
 U18265, 197, 100, 111, 277, 490, 569, 418,, 2530,, 569, 961,, 93, 2691, 271, 128,, 458, 487,,,, 1295, 1563,,,, 1938,
 U18267, 68, 33, 89, 71, 862, 403, 198, 662, 317, 359,, 281, 19, 44, 346, 81, 58,,, 137, 289,,,, 141,, 763,, 236, 158
 U18268, 141, 263, 69, 93, 180, 183, 275,, 508,, 950, 67, 1435, 90, 1167, 89, 112, 1379, 206, 234,,,,, 420,, 473,, 489, 3319
